Client Detail,,License Detail,,,,,,,Year 1,,,,Year 2,,,,Year 3,,,,,,,,,,,User Ddetail,,,,,,,,,,,,,
Brand,Billing Detail,Player Name,CMS Version ,ID,Screen,Physical,License,Status,IV 1,Period 1,Start 1,End 1,IV 2,Period2,Start 2,End 2,IV 3,Period 3,Start 3,End 3,IV 4,Period 4,Start 4,End 4,Active ,Exp,Alert,Registered Account,Password,Player SKU,Note,Note 2,Account Link,,,,,,,,
Pantai Hospital Klang,Pantai Hospital Klang,"PHK, GF Directory - Right",4.7.3+build-auto v.5.9.2,155,,1080x1920,CS SignHub,1 Online/Offline,IX-0318,12,5/11/2025,1/12/2026,,,,,,Yes,,,,,,,1/12/2026,190.00,NO,,,,,,,,,,,,,,
Pantai Hospital Klang,Pantai Hospital Klang,"PHK, GF Directory - Left",4.7.3+build-auto v.5.9.2,154,,1080x1920,CS SignHub,1 Online/Offline,IX-0318,12,5/11/2025,1/12/2026,,,,,,Yes,,,,,,,1/12/2026,190.00,NO,,,,,,,,,,,,,,
Pantai Hospital Cheras,Pantai Hospital Cheras,PHC_L4Directory,,169,1,1080x1920,CS SignHub,1 Online/Offline,"IX24-0057, PR90",12,12/7/2024,12/7/2025,IX25-121,12,12/7/2025,11/7/2026,,,,,,,,,11/7/2026,47.00,YES,my.phc.itdept+admin@pantai.com.my,#N/A,-empty-,,,CS SignHub (cityscreen.cloud),,,,,,,,
Pantai Hospital Cheras,Pantai Hospital Cheras,PHC_L3Directory,,168,1,2160x1920,CS SignHub,1 Online/Offline,"IX24-0057, PR90",12,12/7/2024,12/7/2025,IX25-121,12,12/7/2025,11/7/2026,,,,,,,,,11/7/2026,47.00,YES,my.phc.itdept+admin@pantai.com.my,#N/A,-empty-,,,CS SignHub (cityscreen.cloud),,,,,,,,
Pantai Hospital Cheras,Pantai Hospital Cheras,PHC_GHPoster,,170,1,3240x1920,CS SignHub,1 Online/Offline,"IX24-0057, PR90",12,12/7/2024,12/7/2025,IX25-121,12,12/7/2025,11/7/2026,,,,,,,,,11/7/2026,47.00,YES,my.phc.itdept+admin@pantai.com.my,#N/A,-empty-,,,CS SignHub (cityscreen.cloud),,,,,,,,
Pantai Hospital Cheras,Pantai Hospital Cheras,PHC_GFDirectory,,166,1,3240x1920,CS SignHub,1 Online/Offline,"IX24-0057, PR90",12,12/7/2024,12/7/2025,IX25-121,12,12/7/2025,11/7/2026,,,,,,,,,11/7/2026,47.00,YES,my.phc.itdept+admin@pantai.com.my,#N/A,-empty-,,,CS SignHub (cityscreen.cloud),,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gamuda Walk MEP-EN 1- P1 (Fibre),,387,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gamuda Walk MEP-EN 2 - P2 (MIRA),,386,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gamuda Walk MEP-EN 3 - Hotlink,,385,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gardens MC 1 - SF 1x88 Left,,32,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gardens MC 10 - Demo TV Wall,,39,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gardens MC 11 - MIRA,,43,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV036_DepartureIntl,0.0.75,389,750,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV035_DepartureIntl,0.0.75,411,772,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV034_DepartureIntl,0.0.75,410,771,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV033_DepartureIntl,0.0.75,392,753,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV031_DepartureIntl,0.0.75,393,754,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV030_DepartureIntl,0.0.75,397,758,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV029_DepartureIntl,0.0.75,415,776,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV028_CheckInCounter,0.0.75,419,780,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV027_CheckInCounter,0.0.75,408,769,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV026_CheckInCounter,0.0.75,405,766,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV025_BaggageDomestic,0.0.75,390,751,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV024_BaggageDomestic,0.0.75,398,759,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV023_BaggageDomestic,0.0.75,394,755,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV022_BaggageDomestic,0.0.75,403,764,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV021_BaggageDomestic,0.0.75,399,760,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV020_BaggageDomestic,0.0.75,413,774,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV019_DepartureHall,0.0.75,416,777,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV018_DepartureHall,0.0.75,418,779,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV017_DepatureHall,0.0.79,414,775,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV016_Arrival,107/3.7.1,387,748,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV015_Arrival,107/3.7.1,417,778,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV014_Arrival,107/3.7.1,406,767,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV013_Arrival,107/3.7.1,420,781,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV012_Arrival,107/3.7.1,386,747,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV011_DepartureHall,107/3.7.1,412,773,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV010_DepartureDomestic(Ground),107/3.7.1,396,757,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV009_DepartureDomestic(Ground),107/3.7.1,409,770,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV008_DepartureDomestic,107/3.7.1,388,749,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV007_DepartureDomestic,107/3.7.1,400,761,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV006_DepartureDomestic,107/3.7.1,395,756,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV005_DepartureDomestic,107/3.7.1,391,752,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV004_DepartureDomestic,107/3.7.1,404,765,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV003_DepartureDomestic,107/3.7.1,407,768,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV002_DepartureDomestic,107/3.7.1,402,763,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
KLIATV,Rimbun Hybrid TV Sdn Bhd,PENTV001_DepartureDomestic,107/3.7.1,401,762,1920x1080,CS Play,3 Archive,,0,,,,,,,,Yes,,,,,,,0/1/1900,-46167.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gardens MC 2 - SF 1x88 Mid,,35,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gardens MC 3 - SF 1x88 Right,,37,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gardens MC 4 - RW LED,,34,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gardens MC 5 - 2x98 Kitchen,,33,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gardens MC 7 - 2x98 LED,,38,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Parisign,Parisign,Penang Bus Stop Weld Highway,,,,,CS SignHub,2 Trial/Demo,IX25-0338,3,1/2/2026,1/5/2026,,,,,,Yes,,,,,,,1/5/2026,-24.00,YES,Jt,,,Awaiting for Installations,,,,,,,,,,
ASE ,ASE Malaysia Sdn Bhd,Penang,,,1,1920x1080,Intuiface,3 Archive,QT268,12,21/12/2023,21/12/2024,QT268/IX24-85,12,19/12/2024,19/12/2025,,,,,,,,,19/12/2025,-157.00,NO,yeekchi.chan@aemal.com.my,#N/A,-empty-,lexus: no renewal for the moment,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gardens MC 8 - 2x98 SF,,42,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gardens MC 9 - Hotlink,,44,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Giant Jerteh MEPLite-BM 01 - Brandwall,,576,,1920x1080,CS SignHub,1 Online/Offline,IX25-0224,36,9/10/2025,9/10/2028,,,,,,,,,,,,,9/10/2028,868.00,NO,,,,,,,,,,,,,,
Media Merpati,Media Merpati Sdn Bhd,Pearl Point - Old Klang Road,,17,1,896x1344,CS Play,1 Online/Offline,"IX24-0058, PR91",12,1/6/2024,1/6/2025,QT389/IX25-81,12,1/6/2025,31/5/2026,,,,,,,,,31/5/2026,6.00,YES,edgarlim@aims-research.com,#N/A,-empty-,,,,,,,,,,,
Loreal,Acrylic Signature Trading ,PAVWatson_LorealSerumBar,unknown 92/3.2.2,21,1,1280x800,CS SignHub,1 Online/Offline,"IX24-2, QT113",12,3/1/2024,3/1/2025,,,,,,,,,,,,,3/1/2025,-507.00,YES,signhub@click-ix.com,#N/A,-empty-,,,Wastah,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Giant Jerteh MEPLite-BM 02 - DS 01,,295,,1920x540,CS SignHub,1 Online/Offline,IX25-0224,36,9/10/2025,9/10/2028,,,,,,,,,,,,,9/10/2028,868.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Giant Jerteh MEPLite-BM 03 - DS 02,,294,,1920x540,CS SignHub,1 Online/Offline,IX25-0224,36,9/10/2025,9/10/2028,,,,,,,,,,,,,9/10/2028,868.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Giant Plentong MEP-BM 1 - SF,,573,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Giant Plentong MEP-BM 2 - P2 (Postpaid),,574,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Giant Putra Height MEP-EN 1 - P1 (Postpaid),,402,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Giant Putra Height MEP-EN 2 - Demo TV,,403,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,"Gua Musang, Kelantan MEP-BM",,591,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Guar Utama Mall MEPLite-BM 01 - Brandwall,,475,,3840x2160,CS SignHub,1 Online/Offline,IX25-0220,36,9/10/2025,9/10/2028,,,,,,,,,,,,,9/10/2028,868.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Guar Utama Mall MEPLite-BM 02 - DS 01,,118,,1920x540,CS SignHub,1 Online/Offline,IX25-0220,36,9/10/2025,9/10/2028,,,,,,,,,,,,,9/10/2028,868.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Guar Utama Mall MEPLite-BM 03 - DS 02,,305,,1920x540,CS SignHub,1 Online/Offline,IX25-0220,36,9/10/2025,9/10/2028,,,,,,,,,,,,,9/10/2028,868.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gurney Plaza MEP-EN 1 - Demo TV,,480,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Gurney Plaza MEP-EN 2 - SF,,481,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Ikea Batu Kawan MEP-BM 1 - P2 (Ceiling),,449,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Ikea Batu Kawan MEP-BM 2 - P1 (Hotlink),,447,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,Ikea Batu Kawan MEP-BM 3 - P3 (Postpaid),,448,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Open,Open,OpenLincese67,,67,1,2160x1920,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLincese110,,110,1,1920x1080,CS Play,3 Archive,n/a,13,8/3/2024,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,shahcgx@gmail.com,#N/A,-empty-,,,Wastah,,,,,,,,
Open,Open,OpenLicense97,,97,1,1920x1080,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,#N/A,-empty-,,,Wastah,,,,,,,,
Open,Open,OpenLIcense96,,96,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense95,,95,1,n/a,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense94,,94,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense93,,93,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense92,,86,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense92,,92,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense90,,90,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense89,,89,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense88,,88,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense87,,87,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense85,,85,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense84,,84,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense83,,83,1,1920x1080,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense82,,82,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense81,,81,1,n/a,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense80,,80,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense79,,79,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense78,,78,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense77,,77,1,2160x1920,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense76,,76,1,2160x1920,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense75,,75,1,2160x1920,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense74,,74,1,1080x1920,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense73,,73,1,1080x1920,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense72,,72,1,1080x1920,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense71,,71,1,1080x1920,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
n/a,Click IX Sdn Bhd,OpenLicense70,,70,1,1920x1080,CS SignHub,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,signhub@click-ix.com,#N/A,-empty-,,,Scala,,,,,,,,
Open,Open,OpenLicense69,,69,1,1080x1920,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense68,,68,1,2160x1920,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense68,,70,1,1080x1920,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense66,,66,1,1080x1920,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense65,,65,1,n/a,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense64,,64,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
Open,Open,OpenLicense64,,91,1,1280x720,CS Play,3 Archive,n/a,#NUM!,25/5/2026,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,Shahcgx@gmail.com,,,,,,,,,,,,,
